project_code,municipality,site_type,site_code,site_name,traffic_direction,camera_role,camera_name,brand,ip,rtsp_port,rtsp_path,transport,credential_id,username,password
DEMO01,Sample Municipality A,PMI,SITE027,DEMO-PMI-SITE027,,FJ3,DEMO-PMI-SITE027-FJ3,unknown,192.0.2.134,554,/Streaming/Channels/101,tcp,cred_demo_site027,,
DEMO01,Sample Municipality A,PMI,SITE027,DEMO-PMI-SITE027,,LPR,DEMO-PMI-SITE027-LPR,unknown,192.0.2.135,554,/Streaming/Channels/101,tcp,cred_demo_site027,,
DEMO01,Sample Municipality A,PMI,SITE028,DEMO-PMI-SITE028,,PTZ,DEMO-PMI-SITE028-PTZ,unknown,192.0.2.136,554,/Streaming/Channels/101,tcp,cred_demo_site028,,
DEMO01,Sample Municipality A,PMI,SITE028,DEMO-PMI-SITE028,,FJ1,DEMO-PMI-SITE028-FJ1,unknown,192.0.2.137,554,/Streaming/Channels/101,tcp,cred_demo_site028,,
DEMO01,Sample Municipality A,PMI,SITE028,DEMO-PMI-SITE028,,FJ2,DEMO-PMI-SITE028-FJ2,unknown,192.0.2.138,554,/Streaming/Channels/101,tcp,cred_demo_site028,,
DEMO01,Sample Municipality A,PMI,SITE028,DEMO-PMI-SITE028,,FJ3,DEMO-PMI-SITE028-FJ3,unknown,192.0.2.139,554,/Streaming/Channels/101,tcp,cred_demo_site028,,
DEMO01,Sample Municipality A,PMI,SITE028,DEMO-PMI-SITE028,,LPR,DEMO-PMI-SITE028-LPR,unknown,192.0.2.140,554,/Streaming/Channels/101,tcp,cred_demo_site028,,
DEMO01,Sample Municipality B,PMI,SITE029,DEMO-PMI-SITE029,,PTZ,DEMO-PMI-SITE029-PTZ,unknown,192.0.2.141,554,/Streaming/Channels/101,tcp,cred_demo_site029,,
DEMO01,Sample Municipality B,PMI,SITE029,DEMO-PMI-SITE029,,FJ1,DEMO-PMI-SITE029-FJ1,unknown,192.0.2.142,554,/Streaming/Channels/101,tcp,cred_demo_site029,,
DEMO01,Sample Municipality B,PMI,SITE029,DEMO-PMI-SITE029,,FJ2,DEMO-PMI-SITE029-FJ2,unknown,192.0.2.143,554,/Streaming/Channels/101,tcp,cred_demo_site029,,
DEMO01,Sample Municipality B,PMI,SITE029,DEMO-PMI-SITE029,,FJ3,DEMO-PMI-SITE029-FJ3,unknown,192.0.2.144,554,/Streaming/Channels/101,tcp,cred_demo_site029,,
DEMO01,Sample Municipality B,PMI,SITE029,DEMO-PMI-SITE029,,LPR,DEMO-PMI-SITE029-LPR,unknown,192.0.2.145,554,/Streaming/Channels/101,tcp,cred_demo_site029,,
DEMO01,Sample Municipality A,PMI,SITE030,DEMO-PMI-SITE030,,PTZ,DEMO-PMI-SITE030-PTZ,unknown,192.0.2.146,554,/Streaming/Channels/101,tcp,cred_demo_site030,,
DEMO01,Sample Municipality A,PMI,SITE030,DEMO-PMI-SITE030,,FJ1,DEMO-PMI-SITE030-FJ1,unknown,192.0.2.147,554,/Streaming/Channels/101,tcp,cred_demo_site030,,
DEMO01,Sample Municipality A,PMI,SITE030,DEMO-PMI-SITE030,,FJ2,DEMO-PMI-SITE030-FJ2,unknown,192.0.2.148,554,/Streaming/Channels/101,tcp,cred_demo_site030,,
DEMO01,Sample Municipality A,PMI,SITE030,DEMO-PMI-SITE030,,FJ3,DEMO-PMI-SITE030-FJ3,unknown,192.0.2.149,554,/Streaming/Channels/101,tcp,cred_demo_site030,,
DEMO01,Sample Municipality A,PMI,SITE031,DEMO-PMI-SITE031,,PTZ,DEMO-PMI-SITE031-PTZ,unknown,192.0.2.150,554,/Streaming/Channels/101,tcp,cred_demo_site031,,
DEMO01,Sample Municipality A,PMI,SITE031,DEMO-PMI-SITE031,,FJ1,DEMO-PMI-SITE031-FJ1,unknown,192.0.2.151,554,/Streaming/Channels/101,tcp,cred_demo_site031,,
DEMO01,Sample Municipality A,PMI,SITE031,DEMO-PMI-SITE031,,FJ2,DEMO-PMI-SITE031-FJ2,unknown,192.0.2.152,554,/Streaming/Channels/101,tcp,cred_demo_site031,,
DEMO01,Sample Municipality A,PMI,SITE031,DEMO-PMI-SITE031,,FJ3,DEMO-PMI-SITE031-FJ3,unknown,192.0.2.153,554,/Streaming/Channels/101,tcp,cred_demo_site031,,
DEMO01,Sample Municipality A,PMI,SITE032,DEMO-PMI-SITE032,,PTZ,DEMO-PMI-SITE032-PTZ,unknown,192.0.2.154,554,/Streaming/Channels/101,tcp,cred_demo_site032,,
DEMO01,Sample Municipality A,PMI,SITE032,DEMO-PMI-SITE032,,FJ1,DEMO-PMI-SITE032-FJ1,unknown,192.0.2.155,554,/Streaming/Channels/101,tcp,cred_demo_site032,,
DEMO01,Sample Municipality A,PMI,SITE032,DEMO-PMI-SITE032,,FJ2,DEMO-PMI-SITE032-FJ2,unknown,192.0.2.156,554,/Streaming/Channels/101,tcp,cred_demo_site032,,
DEMO01,Sample Municipality A,PMI,SITE032,DEMO-PMI-SITE032,,FJ3,DEMO-PMI-SITE032-FJ3,unknown,192.0.2.157,554,/Streaming/Channels/101,tcp,cred_demo_site032,,
DEMO01,Sample Municipality A,PMI,SITE033,DEMO-PMI-SITE033,,PTZ,DEMO-PMI-SITE033-PTZ,unknown,192.0.2.158,554,/Streaming/Channels/101,tcp,cred_demo_site033,,
DEMO01,Sample Municipality A,PMI,SITE033,DEMO-PMI-SITE033,,FJ1,DEMO-PMI-SITE033-FJ1,unknown,192.0.2.159,554,/Streaming/Channels/101,tcp,cred_demo_site033,,
DEMO01,Sample Municipality A,PMI,SITE033,DEMO-PMI-SITE033,,FJ2,DEMO-PMI-SITE033-FJ2,unknown,192.0.2.160,554,/Streaming/Channels/101,tcp,cred_demo_site033,,
DEMO01,Sample Municipality A,PMI,SITE033,DEMO-PMI-SITE033,,FJ3,DEMO-PMI-SITE033-FJ3,unknown,192.0.2.161,554,/Streaming/Channels/101,tcp,cred_demo_site033,,
DEMO01,Sample Municipality A,PMI,SITE034,DEMO-PMI-SITE034,,PTZ,DEMO-PMI-SITE034-PTZ,unknown,192.0.2.162,554,/Streaming/Channels/101,tcp,cred_demo_site034,,
DEMO01,Sample Municipality A,PMI,SITE034,DEMO-PMI-SITE034,,FJ1,DEMO-PMI-SITE034-FJ1,unknown,192.0.2.163,554,/Streaming/Channels/101,tcp,cred_demo_site034,,
DEMO01,Sample Municipality A,PMI,SITE034,DEMO-PMI-SITE034,,FJ2,DEMO-PMI-SITE034-FJ2,unknown,192.0.2.164,554,/Streaming/Channels/101,tcp,cred_demo_site034,,
DEMO01,Sample Municipality A,PMI,SITE034,DEMO-PMI-SITE034,,FJ3,DEMO-PMI-SITE034-FJ3,unknown,192.0.2.165,554,/Streaming/Channels/101,tcp,cred_demo_site034,,
DEMO01,Sample Municipality A,PMI,SITE035,DEMO-PMI-SITE035,,PTZ,DEMO-PMI-SITE035-PTZ,unknown,192.0.2.166,554,/Streaming/Channels/101,tcp,cred_demo_site035,,
DEMO01,Sample Municipality A,PMI,SITE035,DEMO-PMI-SITE035,,FJ1,DEMO-PMI-SITE035-FJ1,unknown,192.0.2.167,554,/Streaming/Channels/101,tcp,cred_demo_site035,,
DEMO01,Sample Municipality A,PMI,SITE035,DEMO-PMI-SITE035,,FJ2,DEMO-PMI-SITE035-FJ2,unknown,192.0.2.168,554,/Streaming/Channels/101,tcp,cred_demo_site035,,
DEMO01,Sample Municipality A,PMI,SITE035,DEMO-PMI-SITE035,,FJ3,DEMO-PMI-SITE035-FJ3,unknown,192.0.2.169,554,/Streaming/Channels/101,tcp,cred_demo_site035,,
DEMO01,Sample Municipality A,ARC,SITE036,DEMO-ARC-SITE036,ENTRY,FIXED_1,DEMO-ARC-SITE036-ENTRY-FIXED_1,unknown,192.0.2.170,554,/Streaming/Channels/101,tcp,cred_demo_site036,,
DEMO01,Sample Municipality A,ARC,SITE036,DEMO-ARC-SITE036,ENTRY,FIXED_2,DEMO-ARC-SITE036-ENTRY-FIXED_2,unknown,192.0.2.171,554,/Streaming/Channels/101,tcp,cred_demo_site036,,
DEMO01,Sample Municipality A,ARC,SITE036,DEMO-ARC-SITE036,ENTRY,LPR_1,DEMO-ARC-SITE036-ENTRY-LPR_1,unknown,192.0.2.172,554,/Streaming/Channels/101,tcp,cred_demo_site036,,
DEMO01,Sample Municipality A,ARC,SITE036,DEMO-ARC-SITE036,ENTRY,LPR_2,DEMO-ARC-SITE036-ENTRY-LPR_2,unknown,192.0.2.173,554,/Streaming/Channels/101,tcp,cred_demo_site036,,
DEMO01,Sample Municipality A,ARC,SITE036,DEMO-ARC-SITE036,ENTRY,LPR_3,DEMO-ARC-SITE036-ENTRY-LPR_3,unknown,192.0.2.174,554,/Streaming/Channels/101,tcp,cred_demo_site036,,
DEMO01,Sample Municipality A,ARC,SITE036,DEMO-ARC-SITE036,ENTRY,LPR_4,DEMO-ARC-SITE036-ENTRY-LPR_4,unknown,192.0.2.175,554,/Streaming/Channels/101,tcp,cred_demo_site036,,
DEMO01,Sample Municipality A,ARC,SITE036,DEMO-ARC-SITE036,EXIT,FIXED_1,DEMO-ARC-SITE036-EXIT-FIXED_1,unknown,192.0.2.176,554,/Streaming/Channels/101,tcp,cred_demo_site036,,
DEMO01,Sample Municipality A,ARC,SITE036,DEMO-ARC-SITE036,EXIT,FIXED_2,DEMO-ARC-SITE036-EXIT-FIXED_2,unknown,192.0.2.177,554,/Streaming/Channels/101,tcp,cred_demo_site036,,
DEMO01,Sample Municipality A,ARC,SITE036,DEMO-ARC-SITE036,EXIT,LPR_1,DEMO-ARC-SITE036-EXIT-LPR_1,unknown,192.0.2.178,554,/Streaming/Channels/101,tcp,cred_demo_site036,,
DEMO01,Sample Municipality A,ARC,SITE036,DEMO-ARC-SITE036,EXIT,LPR_2,DEMO-ARC-SITE036-EXIT-LPR_2,unknown,192.0.2.179,554,/Streaming/Channels/101,tcp,cred_demo_site036,,
DEMO01,Sample Municipality A,ARC,SITE036,DEMO-ARC-SITE036,EXIT,LPR_3,DEMO-ARC-SITE036-EXIT-LPR_3,unknown,192.0.2.180,554,/Streaming/Channels/101,tcp,cred_demo_site036,,
DEMO01,Sample Municipality A,ARC,SITE036,DEMO-ARC-SITE036,EXIT,LPR_4,DEMO-ARC-SITE036-EXIT-LPR_4,unknown,192.0.2.181,554,/Streaming/Channels/101,tcp,cred_demo_site036,,
